-0.003410,0.130320,0.021754,-0.573685,6.112131,1.199680,
-0.081719,0.152501,0.029656,-2.301609,5.365124,2.164068,
-0.030543,0.124779,0.001098,1.095462,5.968431,-1.296957,
-0.024902,0.112111,0.037560,-1.627578,3.572735,4.887148,
-0.018406,0.178431,-0.024220,-3.793267,-0.379174,-4.967537,
0.019068,0.121449,0.031968,1.530307,4.454289,4.050291,
0.006041,0.124944,0.032653,0.426538,4.638959,4.106424,
-0.013469,0.162994,-0.012000,4.301061,-0.731417,2.721681,
-0.034393,0.172367,-0.000982,2.803907,0.784666,4.663084,
-0.084314,0.109573,0.003710,-5.146522,-0.590936,-2.977610,
-0.042234,0.172116,-0.004180,-3.497175,4.858460,0.320159,
-0.063308,0.156606,-0.013839,5.343713,2.683911,1.824107,
-0.076904,0.167080,-0.026931,-4.580681,3.747695,1.897057,
-0.072254,0.115396,0.051670,0.280099,-3.487744,4.920198,
0.012981,0.113664,0.038303,0.815443,2.476280,5.663147,
-0.037857,0.170101,0.001424,1.606227,2.760555,4.725590,
0.004869,0.037962,0.045868,1.122621,-0.097906,6.177420,
-0.057181,0.040919,0.046301,-1.386335,1.993152,5.218070,
-0.045209,0.038839,0.044504,1.911824,1.053553,5.819291,
-0.033761,0.126179,0.001713,2.168121,5.789257,-0.990459,
-0.050242,0.157737,0.009394,1.188876,3.235121,5.194643,
-0.021217,0.158879,-0.004692,3.420200,-2.643518,3.620361,
-0.056473,0.157784,0.008179,-2.372347,5.141466,2.599159,
-0.052802,0.041320,0.046170,0.789645,1.990442,5.570778,
-0.049960,0.043102,0.044463,1.566176,2.951765,5.195917,
-0.029749,0.036540,0.052493,-2.564300,-2.542037,3.972136,
-0.003544,0.042660,0.047542,1.645823,1.262087,5.898922,
0.004930,0.041983,0.045723,1.068693,0.102447,6.184826,
-0.039088,0.168720,-0.011925,-3.629628,1.488676,-4.808726,
-0.056901,0.045437,0.043237,-1.217863,4.206251,3.916509,
-0.041245,0.043099,0.042130,1.640154,1.980729,5.652512,
-0.026472,0.045035,0.051219,-2.346137,3.294590,4.798545,
-0.021867,0.044023,0.053244,0.617275,2.075128,5.561760,
-0.036996,0.168993,0.001326,3.566635,0.204293,4.470502,
-0.067217,0.161713,-0.013734,3.655479,4.410072,2.386722,
0.049760,0.070235,0.023732,-0.272990,4.848928,3.728441,
-0.049187,0.046411,0.041170,0.562399,4.555582,4.253720,
-0.044590,0.043798,0.042685,1.181491,2.940336,5.312063,
-0.043686,0.047155,0.040286,0.017590,2.748753,5.606615,
-0.022492,0.046514,0.051885,-0.141845,3.648985,4.619370,
-0.006517,0.045036,0.047503,1.312177,1.434617,5.861185,
0.000377,0.044936,0.046520,0.329071,-2.558941,5.128696,
0.034024,0.113539,0.024595,4.818691,3.519295,1.763094,
-0.026468,0.181043,-0.008081,1.678357,2.521402,4.303600,
-0.017533,0.047964,0.048830,0.984826,4.446279,4.296245,
-0.007001,0.046417,0.047486,-0.036313,-2.074602,5.390410,
0.005986,0.046689,0.049074,0.851283,-4.278390,4.192510,
0.009101,0.048474,0.049353,2.441772,-3.522458,4.384003,
-0.035454,0.112448,0.035055,-0.074886,3.549370,5.152892,
-0.075983,0.138208,0.049217,0.220998,3.206566,5.316242,
