-1.023670999999999998e+00 1.341280000000000028e+00 -2.955889999999999906e-01
-1.152703999999999951e+00 2.856489999999999863e-01 6.449420000000000153e-01
-1.677005999999999997e+00 1.836120000000000196e+00 5.404980000000000201e-02
8.403559999999999919e-01 7.320149999999999713e-01 5.839570000000000594e-01
-1.282437000000000049e+00 2.232850000000000001e+00 -1.162789000000000073e+00
-1.232502999999999904e+00 2.168610000000000149e+00 -5.017800000000000038e-01
-1.530961000000000016e+00 7.176409999999999734e-01 -2.613980000000000192e-01
3.043589999999999907e-01 -3.039479999999999960e-01 5.555520000000000458e-01
-2.464619999999999866e-01 7.106630000000000447e-01 -7.742839999999999723e-01
-1.306721000000000021e+00 1.736070000000000002e+00 8.317419999999999813e-01
-1.506619999999999848e+00 2.472870000000000346e+00 -7.811700000000000310e-01
-8.299579999999999735e-01 3.960789999999999589e-01 8.362000000000000544e-01
-5.541199999999999459e-01 -2.787199999999999678e-01 1.063479999999999981e+00
-1.459977000000000080e-01 -2.764800000000000035e-01 9.764089999999999714e-01
-7.609339999999999993e-01 1.514040000000000052e+00 4.275379999999999736e-01
-1.349075999999999942e+00 2.116150000000000198e+00 2.040143999999999846e-01
-5.921499999999999542e-01 2.570520000000000138e+00 -2.899350000000000538e-01
-5.062059999999999338e-01 -2.413369999999999960e-01 2.254979999999999762e-01
1.174750999999999990e-01 -3.173839999999999995e-01 5.513019999999999726e-02
-5.701130000000000919e-01 1.346309999999999896e+00 6.336690000000000378e-01
1.053453999999999890e+00 -6.036899999999999905e-02 1.442769999999999886e-01
-9.199429999999999552e-01 1.168730000000000047e+00 7.863290000000000557e-01
-1.467449000000000003e+00 2.439589999999999925e+00 -6.796240000000000059e-01
-2.579080000000000261e-01 1.865610000000000046e-01 1.068340999999999985e+00
-5.068110000000000115e-01 1.461100000000000065e+00 4.755479999999999707e-01
-9.099399999999999711e-01 5.370900000000000674e-01 8.439440000000000275e-01
-1.652579000000000020e+00 1.274839999999999973e+00 -2.222936000000000009e-02
6.641319999999999446e-01 4.411809999999999898e-01 8.018110000000000515e-01
-7.275279999999999525e-01 -2.875260000000000038e-01 2.581060000000000021e-01
7.108570000000000721e-01 5.815980000000000594e-01 -3.147099999999999898e-01
-1.790614999999999846e+00 1.432500000000000107e+00 9.238869999999999028e-01
-1.030237000000000069e+00 2.249089999999999978e-01 6.275530000000000275e-01
-4.836850000000000316e-01 1.119840000000000002e-01 -5.909849999999999826e-01
-1.559782999999999920e+00 2.487779999999999880e+00 -8.599600000000000577e-01
-1.765373000000000081e+00 1.608210000000000139e+00 8.929810000000000247e-01
-1.037970000000000059e+00 1.409669999999999979e+00 6.910339999999999261e-01
-1.517589999999999995e+00 1.238290000000000113e+00 -1.232417999999999847e-01
-4.983730000000000104e-02 7.818659999999999499e-01 1.131785000000000041e+00
-9.298230000000000661e-01 -2.338259999999999783e-01 -3.357010000000000272e-01
-1.039908999999999972e+00 1.085329999999999906e+00 8.119990000000000263e-01
-6.334589999999999943e-01 -2.807819999999999760e-01 1.013570000000000082e+00
-3.417620000000000102e-01 -2.043869999999999854e-01 1.044497999999999927e+00
1.397401999999999811e-01 1.351059999999999928e+00 7.633609999999999562e-01
-1.020010000000000083e+00 4.762900000000000467e-02 6.505090000000000039e-01
-6.198670000000000568e-02 -1.886789999999999856e-01 -5.085779999999999745e-01
-9.185419999999999696e-01 1.561220000000000052e+00 -4.554800000000000515e-02
-1.373345000000000038e+00 1.794620000000000104e+00 9.115469999999999962e-01
-8.421700000000000852e-01 1.147399999999999982e-02 -2.191849999999999909e-01
9.112999999999999989e-01 8.362420000000000408e-01 1.334448000000000023e-01
-1.139866000000000046e+00 7.372710000000000097e-01 8.906259999999999177e-01
-1.329880999999999869e+00 1.739870000000000028e+00 -1.609478000000000020e-01
-1.264428000000000107e+00 2.200149999999999828e+00 -3.815520000000000023e-01
-6.731640000000000956e-01 1.483099999999999863e+00 -8.555209999999999204e-02
-1.799948000000000103e-01 1.671440000000000148e-01 1.090923000000000087e+00
1.206146000000000128e-02 1.231689999999999952e+00 -4.003219999999999557e-01
-3.271749999999999936e-01 8.631539999999999768e-01 -6.971180000000000154e-01
-1.246161999999999992e+00 2.043359999999999843e+00 -4.615930000000000311e-01
-1.579855999999999927e+00 1.434479999999999977e+00 1.022853999999999930e+00
-1.567632000000000136e+00 5.880879999999999441e-01 6.662879999999999914e-01
-1.022714000000000123e+00 2.057220000000000049e+00 2.382750000000000146e-01
-1.472637999999999892e+00 2.121329999999999938e+00 2.471190000000000053e-01
-5.999120000000000147e-02 5.760119999999999685e-01 1.164795999999999943e+00
-1.748183000000000042e+00 7.075519999999999587e-01 1.495792999999999984e-01
-7.255679999999999907e-01 1.539349999999999996e+00 3.369079999999999853e-01
-1.613472999999999935e+00 4.404049999999999909e-01 1.607924000000000020e-01
-1.744142999999999999e+00 1.527719999999999967e+00 9.451970000000000649e-01
-1.325702999999999854e+00 2.388959999999999972e+00 -1.170803000000000038e+00
-1.684768999999999850e-01 -2.544359999999999955e-01 -3.210840000000000360e-01
-1.999287000000000147e-01 2.063300000000000203e-02 1.020205999999999946e+00
3.014340000000000075e-02 7.544729999999999492e-01 1.133680000000000021e+00
2.564339999999999953e-01 -3.137440000000000229e-01 -6.956589999999999996e-02
3.716210000000000346e-02 1.424459999999999837e+00 7.256910000000000860e-01
-3.022559999999999830e-02 1.159019999999999939e+00 8.672029999999999461e-01
-8.125189999999999912e-01 2.395640000000000214e+00 -2.072979000000000072e-01
8.041339999999999044e-01 6.171039999999999859e-01 -2.055356999999999879e-01
-1.659758000000000067e-01 1.558969999999999967e+00 -5.360129999999999756e-02
-1.351806999999999981e+00 2.008550000000000058e+00 7.620620000000000172e-01
-1.843634000000000217e+00 1.525079999999999991e+00 6.351539999999999964e-01
6.476459999999999440e-01 7.525569999999999204e-01 8.509170000000000345e-01
-1.400272999999999879e+00 1.008760000000000101e+00 8.059549999999999770e-01
-3.612440000000000095e-01 8.890059999999999629e-01 -6.636340000000000572e-01
-7.858099999999998975e-01 7.113769999999999261e-01 -4.353160000000000363e-01
5.924440000000000262e-02 -2.867800000000000349e-01 4.358560000000000212e-01
8.596979999999999900e-02 1.617669999999999941e+00 6.822899999999999798e-02
-1.520623000000000058e+00 2.104950000000000099e+00 1.574817000000000022e-01
5.219249999999999723e-01 5.472799999999999887e-02 8.033369999999999678e-01
1.684381000000000073e-02 7.864999999999999769e-02 -6.130269999999999886e-01
1.025709999999999955e-01 -2.139570000000000083e-01 6.144810000000000549e-01
-8.596859999999999502e-01 1.086170000000000080e+00 8.228239999999999998e-01
